day,avg_confidence
2026-02-15,0.7916226912557656
2026-02-16,0.7211710388701472
2026-02-17,0.7361957794143293
2026-02-18,0.7433715960367988
2026-02-19,0.7144204078328903
2026-02-20,0.7229107910223068
2026-02-21,0.7099763340909847
2026-02-22,0.6945887650920084
2026-02-23,0.7375665208329198
2026-02-24,0.7276669377091135
2026-02-25,0.7366265295751002
2026-02-26,0.7378469526486298
2026-02-27,0.7199366131970294
2026-02-28,0.7120611083005809
2026-03-01,0.7372885974709681
2026-03-02,0.7275684196003673
